mineral_name,mineral_group,mineral_frequency,sample_label,rock_name,classification,latitude,longitude,doi/ref,igsn,analytical_method,data_source,SiO2,TiO2,Al2O3,FeO,MnO,MgO,Cr2O3,Fe2O3,CaO,Na2O,K2O,P2O5,NiO,BaO,CO2,SO3,SO2,PbO,SrO,ZrO2,Nb2O5,B2O3,WO3,As2O5,ZnO,MoO3,CuO,CdO,Mn2O3,Cu2O,SnO,BeO,SnO2,H2O,F,Cl,Si,Ti,Al,Fe,S,C,Cu,Pb,Zn,Co,Ni,As,Ag,Sb,Hg,Bi,Te,Mo,Mn,Mg,Ca,Na,K,Cr,Sr,Ba,Y2O3,Sc2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Gd2O3,Dy2O3,ThO2,UO2,Tb2O3,V2O5,Li,PbO2,TeO2,V2O3,MnO2,Li2O,Cs2O,GeO2,Rb2O,NH42O,Ti2O3
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,46.969,,20.241,,,,,,,7.867,4.208,,,,,,,,,,,,,,,,,,,,,,,19.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,47.279,,20.857,,,,,,,7.032,4.282,,,,,,,,,,,,,,,,,,,,,,,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,47.086,,20.775,,,,,,,7.458,4.253,,,,,,,,,,,,,,,,,,,,,,,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,46.364,,21.417,,,,,,,7.929,4.11,,,,,,,,,,,,,,,,,,,,,,,19.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,47.358,,20.217,,,,,,,8.037,3.977,,,,,,,,,,,,,,,,,,,,,,,19.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,46.945,,21.36,,,,,,,7.063,4.401,,,,,,,,,,,,,,,,,,,,,,,19.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,46.447,,20.772,,,,,,,8.359,4.249,,,,,,,,,,,,,,,,,,,,,,,19.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,47.145,,21.113,,,,,,,7.828,4.013,,,,,,,,,,,,,,,,,,,,,,,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,46.731,,20.47,,,,,,,8.011,4.045,,,,,,,,,,,,,,,,,,,,,,,19.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,47.195,,21.58,,,,,,,7.007,4.242,,,,,,,,,,,,,,,,,,,,,,,19.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,46.782,,20.975,,,,,,,7.372,4.362,,,,,,,,,,,,,,,,,,,,,,,19.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chabazite-na,tectosilicate,,,,,,,,,,Synthetic Data,48.306,,20.501,,,,,,,7.238,4.257,,,,,,,,,,,,,,,,,,,,,,,19.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,30.4,,25.23,35.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.26,,24.97,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.92,,24.92,35.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.8,,25.25,35.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.35,,25.37,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,30.43,,25.56,35.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.94,,24.89,35.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.64,,24.9,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,30.34,,25.1,36.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.92,,24.9,35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.49,,24.91,35.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.44,,25.4,35.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.26,,25.02,36.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,30.11,,25.75,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.92,,24.87,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.45,,25.51,35.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,30.05,,25.32,36.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.67,,25.24,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,29.35,,25.35,35.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chloritoid,nesosilicate,,,,,,,,,,Synthetic Data,30.28,,25.69,35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.77,,11.83,,,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.14,,11.78,,,,,,6.27,,,,,,,,,,,,,,,,,,,,,,,,,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.59,,11.45,,,,,,6.42,,,,,,,,,,,,,,,,,,,,,,,,,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,69.09,,11.73,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,69.04,,11.54,,,,,,6.43,,,,,,,,,,,,,,,,,,,,,,,,,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,67.86,,11.52,,,,,,6.27,,,,,,,,,,,,,,,,,,,,,,,,,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.66,,11.55,,,,,,6.37,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.99,,11.62,,,,,,6.26,,,,,,,,,,,,,,,,,,,,,,,,,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,69.26,,11.77,,,,,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.32,,11.43,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.64,,11.63,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,67.41,,11.38,,,,,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,69,,11.6,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,67.21,,11.76,,,,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,69.12,,11.48,,,,,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,13.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,67.03,,11.61,,,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.23,,11.59,,,,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,69.32,,11.41,,,,,,6.49,,,,,,,,,,,,,,,,,,,,,,,,,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.31,,11.71,,,,,,6.34,,,,,,,,,,,,,,,,,,,,,,,,,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Ca,tectosilicate,,,,,,,,,,Synthetic Data,68.27,,11.49,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.55,,11.74,,,,,,,6.97,,,,,,,,,,,,,,,,,,,,,,,,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.65,,11.74,,,,,,,6.91,,,,,,,,,,,,,,,,,,,,,,,,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.41,,11.32,,,,,,,7.05,,,,,,,,,,,,,,,,,,,,,,,,13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.61,,11.49,,,,,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.88,,11.39,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.7,,11.37,,,,,,,6.97,,,,,,,,,,,,,,,,,,,,,,,,13.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,66.56,,11.74,,,,,,,6.93,,,,,,,,,,,,,,,,,,,,,,,,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.11,,11.64,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.56,,11.34,,,,,,,7.15,,,,,,,,,,,,,,,,,,,,,,,,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.11,,11.64,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.98,,11.31,,,,,,,7.11,,,,,,,,,,,,,,,,,,,,,,,,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.97,,11.74,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.25,,11.48,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,,,,,13.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.23,,11.74,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.26,,11.58,,,,,,,7.05,,,,,,,,,,,,,,,,,,,,,,,,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,67.34,,11.61,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,,,,,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,66.81,,11.36,,,,,,,6.97,,,,,,,,,,,,,,,,,,,,,,,,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,66.72,,11.74,,,,,,,6.97,,,,,,,,,,,,,,,,,,,,,,,,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,66.85,,11.52,,,,,,,6.94,,,,,,,,,,,,,,,,,,,,,,,,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinoptilolite-Na,tectosilicate,,,,,,,,,,Synthetic Data,68.42,,11.41,,,,,,,7.02,,,,,,,,,,,,,,,,,,,,,,,,13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.58,,41.36,,,21.57,,,13.29,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.63,,40.9,,,20.9,,,13.69,,,,,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.86,,41.5,,,21.37,,,13.23,,,,,,,,,,,,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.73,,41.82,,,21.33,,,13.73,,,,,,,,,,,,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.85,,41.5,,,21.34,,,13.72,,,,,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.74,,41.12,,,21.05,,,13.26,,,,,,,,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.76,,41.81,,,21.13,,,13.56,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,19.15,,41.68,,,21.69,,,13.53,,,,,,,,,,,,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.58,,41.19,,,21.61,,,13.67,,,,,,,,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.55,,41.06,,,21.67,,,13.65,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.71,,41,,,21.13,,,13.61,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.48,,41.67,,,21.61,,,13.57,,,,,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,19.01,,41.14,,,21.45,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,19.15,,42.09,,,21.21,,,13.55,,,,,,,,,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.54,,42.07,,,21.01,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.72,,41.43,,,20.92,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.76,,42.18,,,21.57,,,13.62,,,,,,,,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.62,,41.76,,,21.73,,,13.61,,,,,,,,,,,,,,,,,,,,,,,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.95,,41.58,,,21.74,,,13.27,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clintonite,phyllosilicate,,,,,,,,,,Synthetic Data,18.47,,42.14,,,20.91,,,13.37,,,,,,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,60.64,,,,,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,60.91,,,,,35.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,61.91,,,,,36.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,60.64,,,,,36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,61.2,,,,,36.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,60.33,,,,,35.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,61.28,,,,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,61.71,,,,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,61.99,,,,,35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,60.88,,,,,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cummingtonite,inosilicate,,,,,,,,,,Synthetic Data,60.91,,,,,36.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
